dataset,seed,method,success_rate,median_distance,median_runtime_ms
wine_binary,11,treesat_exact,0.9666666666666667,0.9883440103439152,0.072900002123788
wine_binary,12,nearest_neighbor,1.0,3.8769614968412336,0.01309999788645655
wine_binary,12,random_search,1.0,2.4970521515177664,0.38639998820144683
wine_binary,12,treesat_exact,1.0,1.0075986140122666,0.06555000436492264
wine_binary,13,nearest_neighbor,1.0,4.0003021806282675,0.009399998816661537
wine_binary,13,random_search,1.0,2.44992678862211,0.3190499992342666
wine_binary,13,treesat_exact,0.9,1.2084207158213902,0.05644999328069389
wine_binary,14,nearest_neighbor,1.0,3.8791765490501833,0.00960000033956021
wine_binary,14,random_search,0.9666666666666667,2.4316577694208488,0.31829999352339655
wine_binary,14,treesat_exact,1.0,1.1418765102214545,0.05250000685919076
wine_binary,15,nearest_neighbor,1.0,3.8565852284395037,0.010300020221620798
wine_binary,15,random_search,1.0,1.8199562019747018,0.3329500032123178
wine_binary,15,treesat_exact,1.0,0.9470666983338484,0.05469999450724572
wine_binary,16,nearest_neighbor,1.0,3.9096825089146243,0.01030000566970557
wine_binary,16,random_search,1.0,2.4324461761618323,0.3235000040149316
wine_binary,16,treesat_exact,1.0,0.9998383907491238,0.0577000027988106
wine_binary,17,nearest_neighbor,1.0,3.608480593264173,0.009899988071992993
wine_binary,17,random_search,1.0,2.2178437977180563,0.3166499955113977
wine_binary,17,treesat_exact,1.0,0.9002187486601321,0.05300001066643745
wine_binary,18,nearest_neighbor,1.0,3.608578545109105,0.009700001101009548
wine_binary,18,random_search,1.0,2.2886305881702653,0.3156000020680949
wine_binary,18,treesat_exact,1.0,0.8896817108034174,0.05044999124947935
wine_binary,19,nearest_neighbor,1.0,3.4896566383044396,0.009600014891475439
wine_binary,19,random_search,0.9666666666666667,1.5123410654818916,0.32619999547023326
wine_binary,19,treesat_exact,0.9666666666666667,0.8232036000641991,0.05114999657962471
