dataset,seed,query_id,noise_sigma,runtime_ms,success,distance_l2,clean_distance_l2,distance_inflation
breast_cancer,0,21,0.03,0.3087999939452857,1,0.38224663129065334,0.38765629168756727,0.9860452145033831
breast_cancer,0,21,0.05,0.2486000012140721,1,0.4195102988870797,0.38765629168756727,1.0821707473412692
breast_cancer,0,21,0.1,0.20370000856928527,1,0.42713484549485414,0.38765629168756727,1.1018390637629705
breast_cancer,0,22,0.0,0.16319999122060835,1,0.5487274734846268,0.5487274734846268,1.0
breast_cancer,0,22,0.01,0.1571000029798597,1,0.5531407298698253,0.5487274734846268,1.0080427108144825
breast_cancer,0,22,0.03,0.15109998639672995,1,0.47062765260931083,0.5487274734846268,0.8576710213189207
breast_cancer,0,22,0.05,0.1514999894425273,1,0.5790870553946919,0.5487274734846268,1.055327249640464
breast_cancer,0,22,0.1,0.1531000016257167,1,0.6470765012999581,0.5487274734846268,1.179231098437222
breast_cancer,0,23,0.0,0.1398000167682767,1,0.8656935940286907,0.8656935940286907,1.0
breast_cancer,0,23,0.01,0.14290001126937568,1,0.8777872651230003,0.8656935940286907,1.0139699209717252
breast_cancer,0,23,0.03,0.13679999392479658,1,0.8707255497467614,0.8656935940286907,1.0058126290326967
breast_cancer,0,23,0.05,0.13649999164044857,1,0.8015170582864367,0.8656935940286907,0.9258669162103941
breast_cancer,0,23,0.1,0.1354999840259552,1,0.7080987196225764,0.8656935940286907,0.8179553649314732
breast_cancer,0,24,0.0,0.13689999468624592,1,1.1341973152511715,1.1341973152511715,1.0
breast_cancer,0,24,0.01,0.1336999994236976,1,1.1374815553895166,1.1341973152511715,1.0028956514833733
breast_cancer,0,24,0.03,0.12310000602155924,1,1.1835142536467356,1.1341973152511715,1.0434817978604038
breast_cancer,0,24,0.05,0.12409998453222215,1,1.1152239930641934,1.1341973152511715,0.9832715860531054
breast_cancer,0,24,0.1,0.14249997911974788,1,0.9594689749119092,1.1341973152511715,0.8459453765321528
breast_cancer,0,25,0.0,0.11910000466741621,1,0.2983831626100652,0.2983831626100652,1.0
breast_cancer,0,25,0.01,0.12059998698532581,1,0.29249037503494135,0.2983831626100652,0.9802509380101159
breast_cancer,0,25,0.03,0.11759999324567616,1,0.2783584195549886,0.2983831626100652,0.9328891654612379
breast_cancer,0,25,0.05,0.1188000023830682,1,0.3302989757270246,0.2983831626100652,1.1069625136947416
breast_cancer,0,25,0.1,0.10639999527484179,1,0.42872842294320007,0.2983831626100652,1.4368385239735306
breast_cancer,0,26,0.0,0.10269999620504677,1,0.5567849650854064,0.5567849650854064,1.0
breast_cancer,0,26,0.01,0.10429997928440571,1,0.5540194446835415,0.5567849650854064,0.9950330548141854
breast_cancer,0,26,0.03,0.10370000381954014,1,0.5656918235741347,0.5567849650854064,1.0159969450456732
breast_cancer,0,26,0.05,0.10209999163635075,1,0.6343314029005648,0.5567849650854064,1.1392753804033904
breast_cancer,0,26,0.1,0.10530001600272954,1,0.55298582855714,0.5567849650854064,0.9931766538852504
breast_cancer,0,27,0.0,0.10850001126527786,1,0.02644100109540081,0.02644100109540081,1.0
breast_cancer,0,27,0.01,0.12279997463338077,1,0.05073911161407745,0.02644100109540081,1.9189557699047595
breast_cancer,0,27,0.03,0.12349997996352613,1,0.004960875302391563,0.02644100109540081,0.18762055508005956
breast_cancer,0,27,0.05,0.1033000007737428,1,0.057339448308119906,0.02644100109540081,2.168580837814557
breast_cancer,0,27,0.1,0.0982999918051064,1,0.0,0.02644100109540081,0.0
breast_cancer,0,28,0.0,0.09290000889450312,1,0.336711435188462,0.336711435188462,1.0
breast_cancer,0,28,0.01,0.09400001727044582,1,0.3383995664775166,0.336711435188462,1.0050135846681587
breast_cancer,0,28,0.03,0.09210000280290842,1,0.3630605226098689,0.336711435188462,1.0782542101864134
breast_cancer,0,28,0.05,0.09560000034980476,1,0.3483828032825961,0.336711435188462,1.0346628206660147
breast_cancer,0,28,0.1,0.1399999891873449,1,0.402357793737831,0.336711435188462,1.194963258413323
breast_cancer,0,29,0.0,0.09009998757392168,1,0.6518682802517526,0.6518682802517526,1.0
breast_cancer,0,29,0.01,0.09220000356435776,1,0.646944165521778,0.6518682802517526,0.9924461507345121
breast_cancer,0,29,0.03,0.08700002217665315,1,0.6441938080653783,0.6518682802517526,0.9882269586987568
breast_cancer,0,29,0.05,0.08620001608505845,1,0.5736755120282351,0.6518682802517526,0.8800482082157467
breast_cancer,0,29,0.1,0.08480000542476773,1,0.6950080095085012,0.6518682802517526,1.0661785985967716
breast_cancer,0,30,0.0,0.08719999459572136,1,0.5040249516671949,0.5040249516671949,1.0
breast_cancer,0,30,0.01,0.08739999611862004,1,0.49854309776484335,0.5040249516671949,0.9891238441981516
breast_cancer,0,30,0.03,0.086499989265576,1,0.5038924693764016,0.5040249516671949,0.9997371513248402
